CustomerKey,Full Name,DateFirstPurchase,Customer City,address1,address2,phone,source_system_code,start_date,end_date,is_current
21457,Jamie Serrano,9/27/2021,Beverly Hills,3841 Frisbie Ct,NULL,559-555-0197,1,09:46.0,NULL,1
21458,Carson Price,6/15/2021,Lemon Grove,1419 Second St.,NULL,311-555-0136,1,09:46.0,NULL,1
21459,Luis Alexander,2/15/2021,Torrance,6286 Ronda Ct,NULL,159-555-0117,1,09:46.0,NULL,1
21460,Jack Carter,7/22/2021,Spring Valley,8963 Dumbarton Street,NULL,265-555-0124,1,09:46.0,NULL,1
21461,Elizabeth Simmons,10/30/2021,Port Hammond,4947 Noah Court,NULL,163-555-0162,1,09:46.0,NULL,1
21462,Katelyn Nelson,12/18/2021,Newport Beach,1949 M St.,NULL,248-555-0180,1,09:46.0,NULL,1
21463,Logan Roberts,8/7/2021,Spring Valley,3906 El Dorado Way,NULL,460-555-0143,1,09:46.0,NULL,1
21464,Miguel Griffin,11/21/2021,Langford,7910 Mary Dr.,NULL,489-555-0193,1,09:46.0,NULL,1
21465,Austin Shan,1/10/2021,San Francisco,496 Ashwood Dr,NULL,833-555-0111,1,09:46.0,NULL,1
21466,Austin Jones,1/23/2021,Lake Oswego,511 El Rancho Drive,NULL,742-555-0181,1,09:46.0,NULL,1
21467,David Harris,9/18/2021,Port Orchard,3360 Hazelwood Lane,NULL,715-555-0178,1,09:46.0,NULL,1
21468,Ethan Yang,9/13/2021,Lincoln Acres,661 Cardinal Dr,NULL,473-555-0111,1,09:46.0,NULL,1
21469,Caitlin Bell,1/10/2021,El Cajon,3606 Bishop Drive,NULL,802-555-0122,1,09:46.0,NULL,1
21470,Stephanie Jenkins,1/18/2021,Chula Vista,7223 Cortez,NULL,125-555-0161,1,09:46.0,NULL,1
21471,Marcus Carter,4/4/2021,Langford,8645 Michigan Blvd,NULL,334-555-0110,1,09:46.0,NULL,1
21472,Patrick Ward,3/5/2021,Glendale,7780 Limeridge Dr.,NULL,626-555-0170,1,09:46.0,NULL,1
21473,Stacy Rubio,9/16/2021,Burien,1479 Megan Dr,NULL,783-555-0177,1,09:46.0,NULL,1
21474,Lucas Gray,2/24/2021,Kirkland,8891 Mount Olivet Ct.,NULL,406-555-0184,1,09:46.0,NULL,1
21475,Cassidy Alexander,10/28/2021,Daly City,1528 MapleView Drive,NULL,466-555-0125,1,09:46.0,NULL,1
21476,Hunter Jenkins,10/23/2021,Downey,5574 Martin St,NULL,406-555-0179,1,09:46.0,NULL,1
21477,Katelyn Watson,6/21/2021,Mill Valley,3634 Heather Pl,NULL,819-555-0133,1,09:46.0,NULL,1
21478,Abigail Reed,10/13/2021,National City,336 E Eagle Peak Rd.,NULL,662-555-0145,1,09:46.0,NULL,1
21479,Noah Foster,10/22/2021,San Diego,8593 Reisling Court,NULL,409-555-0152,1,09:46.0,NULL,1
21480,Alfredo Martin,12/26/2021,Cliffside,9896 White Dr,NULL,988-555-0136,1,09:46.0,NULL,1
21481,Jose Diaz,9/7/2021,Edmonds,4810 Rahn Court,NULL,733-555-0116,1,09:46.0,NULL,1
21482,Haley Flores,9/29/2021,Lake Oswego,2473 San Rafael,NULL,620-555-0164,1,09:46.0,NULL,1
21483,Michelle Bailey,10/16/2021,Seattle,2964 Holbrook Dr,NULL,597-555-0122,1,09:46.0,NULL,1
21484,Abigail Coleman,10/9/2021,Sedro Woolley,3597 Pine St.,NULL,971-555-0173,1,09:46.0,NULL,1
21485,Brandon Clark,10/20/2021,Spokane,7638 Diokmo Ct.,NULL,154-555-0161,1,09:46.0,NULL,1
21486,Suzanne Gao,9/29/2021,Burbank,3576 Court St.,NULL,395-555-0171,1,09:46.0,NULL,1
21487,Jacqueline Ramirez,1/16/2021,Novato,2023 Flame Drive,NULL,475-555-0142,1,09:46.0,NULL,1
21488,Madison Henderson,1/12/2021,San Diego,1093 Via Romero,NULL,117-555-0152,1,09:46.0,NULL,1
21489,Neil Gutierrez,9/8/2021,Cliffside,7225 Newell Ave.,NULL,561-555-0128,1,09:46.0,NULL,1
21490,Cole Ward,11/23/2021,Haney,594 Tosco Way,NULL,158-555-0144,1,09:46.0,NULL,1
21491,Joseph Lewis,10/13/2021,Kirkland,7726 Driftwood Drive,NULL,257-555-0199,1,09:46.0,NULL,1
21492,Robert Jai,5/31/2021,Daly City,9192 High Maple Court,NULL,359-555-0188,1,09:46.0,NULL,1
21493,Carson Coleman,12/13/2021,San Diego,8681 Orange Street,NULL,227-555-0158,1,09:46.0,NULL,1
21494,Kayla Gonzales,8/11/2021,N. Vancouver,5298 Green View Court,NULL,534-555-0145,1,09:46.0,NULL,1
21495,James Hughes,12/28/2021,Olympia,8225 Hidden Oak Ct,NULL,525-555-0165,1,09:46.0,NULL,1
21496,Nichole Rai,2/23/2021,Beverly Hills,1314 Westover Dr.,NULL,224-555-0191,1,09:46.0,NULL,1
21497,Patrick Cox,12/8/2021,Chula Vista,2344 Ridgeview Dr.,NULL,762-555-0143,1,09:46.0,NULL,1
21498,Cameron Wilson,11/14/2021,Coronado,638 Shangri-la Rd.,NULL,510-555-0123,1,09:46.0,NULL,1
21499,Bailey Ramirez,11/3/2021,San Carlos,6492 Crossbow Way,NULL,237-555-0166,1,09:46.0,NULL,1
21500,Devin Long,2/18/2021,Tacoma,6199 G St.,NULL,945-555-0189,1,09:46.0,NULL,1
21501,Deb Foster,8/29/2020,Oak Bay,2866 Reisling Court,NULL,741-555-0174,1,09:46.0,NULL,1
21502,Morgan Clark,10/14/2021,Grossmont,836 Donaleen Cr.,NULL,148-555-0165,1,09:46.0,NULL,1
21503,Melanie Long,11/20/2021,Lynnwood,4682 Deermeadow Way,NULL,849-555-0127,1,09:46.0,NULL,1
21504,Chloe Torres,10/16/2021,Bremerton,6963 Grand View Avenue,NULL,494-555-0164,1,09:46.0,NULL,1
21505,Ronald Gonzalez,11/30/2021,Paris,"1035, boulevard du Montparnasse",NULL,1 (11) 500 555-0135,1,09:46.0,NULL,1
21506,Randall Gutierrez,12/18/2021,Poing,Auf den Kuhlen Straße 56,NULL,1 (11) 500 555-0158,1,09:46.0,NULL,1
21507,Hunter Smith,2/4/2021,Billericay,3586 Orchid Ct.,NULL,1 (11) 500 555-0137,1,09:46.0,NULL,1
21508,Suzanne Li,11/29/2020,Berks,1893 Cranberry Way,NULL,1 (11) 500 555-0117,1,09:46.0,NULL,1
21509,Michele Lopez,11/30/2020,London,891 Melinda Court,NULL,1 (11) 500 555-0156,1,09:46.0,NULL,1
21510,Carol Perry,4/2/2021,Bottrop,Wasserstr 63,NULL,1 (11) 500 555-0163,1,09:46.0,NULL,1
21511,Richard Sanders,7/16/2021,Peterborough,7948 Sony Hill Circle,NULL,1 (11) 500 555-0120,1,09:46.0,NULL,1
21512,Emma Russell,9/24/2021,Billericay,2609 Amarillo,NULL,1 (11) 500 555-0178,1,09:46.0,NULL,1
21513,Stacey Xu,8/20/2021,Paris,"55, avenue du Président-Kennedy",NULL,1 (11) 500 555-0121,1,09:46.0,NULL,1
21514,Krystal Zhu,5/31/2021,München,Auf den Kuhlen Straße 25,NULL,1 (11) 500 555-0115,1,09:46.0,NULL,1
21515,Barbara Yuan,6/6/2021,Bracknell,3402 Wawona Lane,NULL,1 (11) 500 555-0125,1,09:46.0,NULL,1
21516,Larry Serrano,12/18/2020,London,4161 Willow Lake Rd.,NULL,1 (11) 500 555-0130,1,09:46.0,NULL,1
21517,Gerald Subram,12/12/2020,London,9067 Indigo Ct.,NULL,1 (11) 500 555-0143,1,09:46.0,NULL,1
21518,Ruben Madan,7/20/2021,Paris,"59, boulevard Tremblay",NULL,1 (11) 500 555-0167,1,09:46.0,NULL,1
21519,Franklin Becker,6/11/2021,Werne,Kampstr 2842,NULL,1 (11) 500 555-0168,1,09:46.0,NULL,1
21520,Seth Baker,10/31/2021,Gateshead,9233 Pepper Way,NULL,1 (11) 500 555-0193,1,09:46.0,NULL,1
21521,Joanna Romero,8/16/2021,Lille,1144/118 rue Faubourg St Antoine,NULL,1 (11) 500 555-0115,1,09:46.0,NULL,1
21522,Morgan Bryant,7/2/2021,Paris,"10, rue Philibert-Delorme",NULL,1 (11) 500 555-0164,1,09:46.0,NULL,1
21523,Timothy Green,1/28/2022,Saarlouis,Altendorfer Straße 461,NULL,1 (11) 500 555-0144,1,09:46.0,NULL,1
21524,Faith Wood,1/28/2022,Peterborough,7591 Signal Court,NULL,1 (11) 500 555-0189,1,09:46.0,NULL,1
21525,Victoria Howard,2/16/2021,Kirkby,4858 Shannon Lane,NULL,1 (11) 500 555-0161,1,09:46.0,NULL,1
21526,Jonathon Munoz,8/22/2021,Offenbach,Residenz Straße 423,NULL,1 (11) 500 555-0115,1,09:46.0,NULL,1
21527,Sergio Patel,12/26/2021,Les Ulis,"77, rue du Puits Dixme",NULL,1 (11) 500 555-0161,1,09:46.0,NULL,1
21528,Jay Moreno,11/27/2021,Paderborn,Zollstr 2,NULL,1 (11) 500 555-0141,1,09:46.0,NULL,1
21529,Kristi Martinez,11/24/2021,Orleans,"6, avenue de Norvege",NULL,1 (11) 500 555-0180,1,09:46.0,NULL,1
21530,Toni Raman,8/8/2021,Saint Ouen,"501, rue Henri Gagnon",NULL,1 (11) 500 555-0169,1,09:46.0,NULL,1
21531,Kari Vance,1/22/2022,Saint-Denis,"33, place de la République",NULL,1 (11) 500 555-0146,1,09:46.0,NULL,1
21532,Sierra Turner,12/23/2021,Saarlouis,Nonnendamm 4,NULL,1 (11) 500 555-0159,1,09:46.0,NULL,1
21533,Gilbert Tang,7/4/2021,Milton Keynes,2014 Delta Road,NULL,1 (11) 500 555-0174,1,09:46.0,NULL,1
21534,Warren Rai,11/28/2020,London,8222 Northridge Road,NULL,1 (11) 500 555-0127,1,09:46.0,NULL,1
21535,Alfredo Sandberg,11/13/2021,Roissy en Brie,"3, rue de l'Espace De Schengen",NULL,1 (11) 500 555-0198,1,09:46.0,NULL,1
21536,Billy Rubio,9/18/2021,Dresden,Buergermeister-ulrich-str 321,NULL,1 (11) 500 555-0111,1,09:46.0,NULL,1
21537,Gloria Navarro,12/9/2021,Hamburg,Hellweg 4924,NULL,1 (11) 500 555-0146,1,09:46.0,NULL,1
21538,Tara Luo,12/20/2021,Bobigny,"52, rue Henri Gagnon",NULL,1 (11) 500 555-0181,1,09:46.0,NULL,1
21539,Phillip Raman,9/27/2021,Versailles,"151, rue de la Centenaire",NULL,1 (11) 500 555-0156,1,09:46.0,NULL,1
21540,Ross Rubio,12/4/2020,London,3177 Lincoln Drive,NULL,1 (11) 500 555-0180,1,09:46.0,NULL,1
21541,Daisy Gutierrez,9/6/2021,Peterborough,2076 Westover Dr,NULL,1 (11) 500 555-0114,1,09:46.0,NULL,1
21542,Patricia Vance,12/8/2021,Bobigny,"7, place de Brazaville",NULL,1 (11) 500 555-0158,1,09:46.0,NULL,1
21543,Naomi Romero,7/28/2021,Les Ulis,"8080, quai de l´ Iton",NULL,1 (11) 500 555-0177,1,09:46.0,NULL,1
21544,Gary Moreno,11/7/2021,High Wycombe,3597 Pine St.,NULL,1 (11) 500 555-0117,1,09:46.0,NULL,1
21545,Michele Schmidt,12/17/2020,York,8827 Bidwell Street,NULL,1 (11) 500 555-0136,1,09:46.0,NULL,1
21546,Cory Garcia,9/30/2021,Bottrop,Nonnendamm 36,NULL,1 (11) 500 555-0116,1,09:46.0,NULL,1
21547,Brad Raje,8/30/2021,Gateshead,2585 San Vincente Drive,NULL,1 (11) 500 555-0187,1,09:46.0,NULL,1
21548,Christy Chander,9/19/2021,London,5994 El Capitan,NULL,1 (11) 500 555-0115,1,09:46.0,NULL,1
21549,Jerome Ruiz,3/4/2021,Berlin,Parkstr 4851,NULL,1 (11) 500 555-0117,1,09:46.0,NULL,1
21550,Kara Deng,8/9/2021,Berlin,Am Karlshof 68,NULL,1 (11) 500 555-0119,1,09:46.0,NULL,1
21551,Elijah Butler,8/2/2021,Sunbury,8001 Roosevelt Avenue,NULL,1 (11) 500 555-0114,1,09:46.0,NULL,1
21552,Francis Alvarez,2/10/2020,Brisbane,5287 Race Road,NULL,1 (11) 500 555-0176,1,09:46.0,NULL,1
21553,Allen Suri,2/28/2020,Townsville,3840 Gold Crest Ct,NULL,1 (11) 500 555-0133,1,09:46.0,NULL,1
21554,Molly Rana,8/25/2021,Goulburn,8970 Kahrs Avenue,NULL,1 (11) 500 555-0193,1,09:46.0,NULL,1
21555,Jarrod Madan,2/20/2020,Melbourne,1355 Sequoia Drive,NULL,1 (11) 500 555-0171,1,09:46.0,NULL,1
21556,Gloria Serrano,2/4/2020,Silverwater,9687 Maywood Ln.,NULL,1 (11) 500 555-0133,1,09:46.0,NULL,1
21557,Kate Lal,2/27/2020,Lavender Bay,591 Merriewood Drive,NULL,1 (11) 500 555-0160,1,09:46.0,NULL,1
21558,Nicole Coleman,2/22/2020,Goulburn,1955 Wallace Dr.,NULL,1 (11) 500 555-0165,1,09:46.0,NULL,1
21559,Pedro Malhotra,2/17/2020,Rockhampton,2725 Deerwood Court,NULL,1 (11) 500 555-0175,1,09:46.0,NULL,1
21560,Kristopher Lopez,2/19/2020,Melbourne,946 Hanson Lane,NULL,1 (11) 500 555-0193,1,09:46.0,NULL,1
21561,Albert Navarro,1/30/2020,Matraville,7514 Woodcrest Dr.,NULL,1 (11) 500 555-0190,1,09:46.0,NULL,1
21562,Drew Jai,3/21/2020,Darlinghurst,9976 Manila Avenue,NULL,1 (11) 500 555-0171,1,09:46.0,NULL,1
21563,Carla Mehta,3/1/2021,Hawthorne,9218 Gold Crest Ct.,NULL,1 (11) 500 555-0132,1,09:46.0,NULL,1
21564,Erica Liu,5/10/2021,Townsville,3691 Macaroon Drive,NULL,1 (11) 500 555-0112,1,09:46.0,NULL,1
21565,Sheena Shan,2/17/2021,Caloundra,4948 Muy Verde,#52,1 (11) 500 555-0143,1,09:46.0,NULL,1
21566,Jermaine Garcia,2/24/2021,East Brisbane,4330 Reliz Valley Road,NULL,1 (11) 500 555-0121,1,09:46.0,NULL,1
21567,Candace Sanchez,3/10/2020,Sydney,9956 La Salle St.,NULL,1 (11) 500 555-0110,1,09:46.0,NULL,1
21568,Jacquelyn Hernandez,3/3/2020,Gold Coast,5621 Arcadia Pl.,NULL,1 (11) 500 555-0149,1,09:46.0,NULL,1
21569,Brendan Rai,3/24/2020,Lane Cove,6185 Hearturou Court,NULL,1 (11) 500 555-0110,1,09:46.0,NULL,1
21570,Barry Kovár,3/16/2020,North Ryde,2374 Turning Way,NULL,1 (11) 500 555-0133,1,09:46.0,NULL,1
21571,Darryl Yang,3/12/2020,Matraville,1490 Marina Pkwy.,NULL,1 (11) 500 555-0125,1,09:46.0,NULL,1
21572,Randall Ramos,3/7/2020,Malabar,5691 Lexington Road,NULL,1 (11) 500 555-0179,1,09:46.0,NULL,1
21573,Jimmy Munoz,8/9/2021,Rhodes,3111 First Ave.,NULL,1 (11) 500 555-0114,1,09:46.0,NULL,1
21574,Fernando Lewis,2/12/2021,Sedro Woolley,3893 San Francisco,NULL,226-555-0167,1,09:46.0,NULL,1
21575,Justin Foster,12/30/2020,Fremont,9123 Springfield Drive,NULL,497-555-0196,1,09:46.0,NULL,1
21576,Benjamin Gonzales,1/25/2021,Oregon City,2639 Parkview Court,NULL,834-555-0135,1,09:46.0,NULL,1
21577,Tiffany Ma,12/3/2021,Cliffside,5444 Bellord Ct.,NULL,865-555-0197,1,09:46.0,NULL,1
21578,Jordan Green,8/26/2021,Tacoma,9514 Plymouth Dr.,NULL,590-555-0171,1,09:46.0,NULL,1
21579,Wyatt Jackson,6/3/2021,Woodburn,2947 Vine Lane,NULL,972-555-0149,1,09:46.0,NULL,1
21580,Mariah Ward,6/11/2021,Langley,6246 Hermosa,NULL,403-555-0156,1,09:46.0,NULL,1
21581,Rachel Russell,2/6/2021,Westminster,9178 Thornhill Place,NULL,823-555-0111,1,09:46.0,NULL,1
21582,Amber Roberts,10/7/2020,Cliffside,9665 Geneva Ave.,NULL,597-555-0197,1,09:46.0,NULL,1
21583,Jaclyn Lal,10/16/2021,Casper,5514 Chilpancingo,NULL,804-555-0142,1,09:46.0,NULL,1
21584,Gavin Bryant,10/7/2021,Everett,3519 Woodruff Lane,NULL,966-555-0153,1,09:46.0,NULL,1
21585,Trinity Gray,10/26/2021,Lebanon,4396 Santa Maria Ct,NULL,534-555-0159,1,09:46.0,NULL,1
21586,Stephanie Foster,10/23/2021,W. Linn,1206 Limewood Place,NULL,886-555-0126,1,09:46.0,NULL,1
21587,Jenna Roberts,10/28/2021,Bellflower,4112 N. 8th Street,NULL,886-555-0124,1,09:46.0,NULL,1
21588,Theodore Martin,11/10/2021,Burbank,3519 Woodruff Lane,NULL,413-555-0122,1,09:46.0,NULL,1
21589,Vanessa Coleman,9/29/2020,Port Hammond,3525 E. Watson Court,NULL,663-555-0181,1,09:46.0,NULL,1
21590,Taylor Gonzales,11/10/2021,Bellingham,4734 Sycamore Court,NULL,294-555-0113,1,09:46.0,NULL,1
21591,Clayton Goel,12/22/2021,Colma,9754 Hilltop Dr,NULL,184-555-0142,1,09:46.0,NULL,1
21592,Christina Reed,10/27/2021,Kirkland,9206 Listing Ct.,Unit F,972-555-0157,1,09:46.0,NULL,1
21593,Marcus Roberts,11/6/2021,Burbank,4587 Sunset Meadows,NULL,171-555-0165,1,09:46.0,NULL,1
21594,Brianna Moore,11/6/2021,Fremont,2545 Crowe Place,NULL,590-555-0112,1,09:46.0,NULL,1
21595,Juan Ward,10/1/2020,N. Vancouver,4749 Blackwood Drive,NULL,112-555-0119,1,09:46.0,NULL,1
21596,Luke Wright,11/21/2021,Woodburn,2710 Saddlehill Lane,NULL,145-555-0162,1,09:46.0,NULL,1
21597,Jose Jones,1/19/2021,Coronado,9642 East L Street,NULL,993-555-0143,1,09:46.0,NULL,1
21598,Chloe Perez,11/14/2021,Yakima,7275 Andrea Lane,NULL,531-555-0161,1,09:46.0,NULL,1
21599,Sara Lopez,11/5/2021,Salem,7846 Alexander Pl.,NULL,293-555-0155,1,09:46.0,NULL,1
21600,Alexa Bell,12/31/2020,Santa Cruz,5955 Colfax Street,NULL,172-555-0127,1,09:46.0,NULL,1
21601,Jacqueline Bell,2/20/2021,San Francisco,2578 South Creek Drive,NULL,756-555-0168,1,09:46.0,NULL,1
21602,Manuel Malhotra,2/5/2021,Burien,5720 A St.,NULL,964-555-0110,1,09:46.0,NULL,1
21603,Seth Barnes,2/3/2021,Bellingham,6965 Lindsey Court,NULL,838-555-0195,1,09:46.0,NULL,1
21604,Melanie Howard,11/14/2021,Downey,7136 Almond Drive,NULL,771-555-0195,1,09:46.0,NULL,1
21605,Brittney Ye,11/4/2021,Burien,3796 Peachwillow,NULL,148-555-0174,1,09:46.0,NULL,1
21606,Connor Roberts,11/6/2021,Edmonds,6816 Piedra Dr.,NULL,377-555-0127,1,09:46.0,NULL,1
21607,Bryce Torres,11/12/2021,Edmonds,6492 Palms Dr.,NULL,697-555-0138,1,09:46.0,NULL,1
21608,David Griffin,2/22/2021,Redmond,8869 C Olivera Rd,NULL,954-555-0144,1,09:46.0,NULL,1
21609,Tabitha Blanco,2/4/2021,Chula Vista,6693 Ryan Rd,NULL,377-555-0154,1,09:46.0,NULL,1
21610,Caleb Edwards,2/27/2021,Fremont,4122 Ruth Drive,NULL,139-555-0181,1,09:46.0,NULL,1
21611,Ethan Wilson,2/24/2021,Woodland Hills,452 Rain Drop Circle,NULL,920-555-0156,1,09:46.0,NULL,1
21612,Spencer Foster,7/15/2021,Salem,1750 Morengo Ct.,NULL,775-555-0190,1,09:46.0,NULL,1
21613,Caleb Powell,10/17/2020,Newton,5528 Ringing Court,NULL,711-555-0115,1,09:46.0,NULL,1
21614,William Thomas,11/18/2020,Cliffside,1277 Live Oak Avenue,NULL,181-555-0115,1,09:46.0,NULL,1
21615,Grace Torres,11/4/2021,Concord,7095 Thames Drive,NULL,630-555-0162,1,09:46.0,NULL,1
21616,Carson Wood,4/17/2021,Burien,9790 Berrellesa St.,NULL,847-555-0167,1,09:46.0,NULL,1
21617,Jennifer Miller,1/20/2022,Corvallis,2028 Mendocino Drive,NULL,414-555-0153,1,09:46.0,NULL,1
21618,Elijah Carter,11/7/2020,N. Vancouver,6262 Pine Tree Dr.,NULL,861-555-0126,1,09:46.0,NULL,1
21619,Angela Patterson,2/17/2021,Woodland Hills,3477 Mt. Washington Way,NULL,435-555-0136,1,09:46.0,NULL,1
21620,Mariah Brooks,10/28/2020,Haney,8535 Meadowbrook Court,NULL,127-555-0131,1,09:46.0,NULL,1
21621,Jordan Parker,11/20/2020,N. Vancouver,2454 Clayton Way,NULL,783-555-0193,1,09:46.0,NULL,1
21622,Ethan Winston,11/3/2020,Oak Bay,1047 Las Quebradas Lane,NULL,369-555-0123,1,09:46.0,NULL,1
21623,Connor Diaz,12/17/2021,Port Orchard,1387 Dias Circle,NULL,964-555-0153,1,09:46.0,NULL,1
21624,Faith Price,5/10/2021,Tacoma,6309 Sundance Drive,NULL,887-555-0184,1,09:46.0,NULL,1
21625,Jennifer Hall,8/11/2021,Woodburn,4896 Village Pl.,NULL,956-555-0189,1,09:46.0,NULL,1
21626,Brianna Garcia,9/11/2021,Yakima,7712 Oak Wood Court,NULL,640-555-0169,1,09:46.0,NULL,1
21627,Bailey Roberts,6/25/2021,Burlingame,7142 Duck Horn Court,NULL,856-555-0163,1,09:46.0,NULL,1
21628,Kelli Xu,9/5/2021,Burien,1177 Oily Road,NULL,467-555-0163,1,09:46.0,NULL,1
21629,Thomas Thomas,11/23/2020,Langley,7921 Detroit Ave.,NULL,159-555-0178,1,09:46.0,NULL,1
21630,Faith Jenkins,2/13/2021,Marysville,8576 South Villa Way,NULL,372-555-0114,1,09:46.0,NULL,1
21631,Martin Sanchez,7/14/2021,Cliffside,1267 Baltic Sea Ct.,NULL,806-555-0119,1,09:46.0,NULL,1
21632,Jaclyn Liang,4/9/2021,Coronado,3936 Diablo View Road,NULL,883-555-0146,1,09:46.0,NULL,1
21633,Cameron Zhang,3/23/2021,Puyallup,6436 Brookview Dr,NULL,193-555-0131,1,09:46.0,NULL,1
21634,Arianna Cook,9/19/2021,Edmonds,2748 Pine St.,NULL,153-555-0177,1,09:46.0,NULL,1
21635,Christian Lewis,6/21/2021,Palo Alto,9305 Kentucky Drive,NULL,375-555-0172,1,09:46.0,NULL,1
21636,Katherine Rivera,7/25/2021,Woodland Hills,3069 Yolanda,NULL,366-555-0111,1,09:46.0,NULL,1
21637,Richard Lewis,11/13/2021,San Diego,5061 Athecton Circle,NULL,922-555-0117,1,09:46.0,NULL,1
21638,Olivia Harris,11/7/2021,Corvallis,6955 W. Buchanan,NULL,131-555-0189,1,09:46.0,NULL,1
21639,Anthony Wilson,8/11/2021,Burien,3196 Rotherham Dr.,NULL,148-555-0127,1,09:46.0,NULL,1
21640,Charles Cooper,7/20/2021,Daly City,173 Soto St.,NULL,525-555-0159,1,09:46.0,NULL,1
21641,Kaylee Perez,11/27/2021,Daly City,1686 Lavere Way,NULL,721-555-0185,1,09:46.0,NULL,1
21642,Alexandra Rodriguez,11/5/2020,Oak Bay,333 Merced Circle,NULL,519-555-0137,1,09:46.0,NULL,1
21643,Wyatt Diaz,11/25/2021,Concord,3829 Baltic Sea Ct.,NULL,164-555-0126,1,09:46.0,NULL,1
21644,Sydney Howard,11/22/2021,West Covina,8665 Brown Street,NULL,273-555-0161,1,09:46.0,NULL,1
21645,Spencer Alexander,11/12/2021,Walla Walla,2101 Frayne Ln.,NULL,178-555-0164,1,09:46.0,NULL,1
21646,Luis Bryant,2/18/2021,Lemon Grove,7954 Vista Avenue,NULL,412-555-0112,1,09:46.0,NULL,1
21647,Blake Brown,2/10/2021,Bremerton,5009 Orange Street,NULL,687-555-0187,1,09:46.0,NULL,1
21648,Ronnie Sun,2/13/2021,Burbank,1464 Lincoln Dr.,NULL,112-555-0143,1,09:46.0,NULL,1
21649,Keith Nara,2/18/2021,Concord,48 Calico Way,NULL,207-555-0166,1,09:46.0,NULL,1
21650,Cedric Zeng,2/15/2021,Coronado,7895 Arlington Way,NULL,305-555-0128,1,09:46.0,NULL,1
21651,Sean Cooper,3/10/2021,Puyallup,8671 Appalachia Dr.,NULL,145-555-0152,1,09:46.0,NULL,1
21652,Julia Bell,10/29/2020,Vancouver,7516 Laguna Street,NULL,362-555-0196,1,09:46.0,NULL,1
21653,Jose Anderson,3/29/2021,San Gabriel,2725 P St.,NULL,702-555-0152,1,09:46.0,NULL,1
21654,Aidan Barnes,3/16/2021,Imperial Beach,3623 Houston Ct.,NULL,688-555-0128,1,09:46.0,NULL,1
21655,Zachary Bryant,12/27/2020,Newton,2941 Jill Ave,NULL,743-555-0146,1,09:46.0,NULL,1
21656,Hannah Hayes,8/16/2021,Victoria,296 Bel Air Dr.,NULL,115-555-0130,1,09:46.0,NULL,1
21657,Sara Green,4/22/2021,Bellingham,4750 Falls Ct.,NULL,271-555-0149,1,09:46.0,NULL,1
21658,Jocelyn Powell,12/3/2020,Vancouver,5242 Miguel Drive,NULL,864-555-0118,1,09:46.0,NULL,1
21659,Gabrielle Jenkins,1/16/2019,Haney,1661 Beauty St.,NULL,625-555-0151,1,09:46.0,NULL,1
21660,Allison Watson,11/21/2021,Mill Valley,2739 Sandy Road,NULL,633-555-0132,1,09:46.0,NULL,1
21661,Terry Champion,6/27/2021,Berlin,Charlottenstr 398,NULL,1 (11) 500 555-0170,1,09:46.0,NULL,1
21662,Orlando Muñoz,4/22/2021,Roissy en Brie,"26, rue Surcouf",NULL,1 (11) 500 555-0115,1,09:46.0,NULL,1
21663,Kenneth Goel,8/19/2021,Stuttgart,Reiherweg 4164,NULL,1 (11) 500 555-0187,1,09:46.0,NULL,1
21664,Edwin Yuan,11/3/2021,Roubaix,"7, impasse Ste-Madeleine",NULL,1 (11) 500 555-0159,1,09:46.0,NULL,1
21665,Karl Jai,4/21/2021,Colomiers,"1111, rue de Longchamp",NULL,1 (11) 500 555-0119,1,09:46.0,NULL,1
21666,Leslie Jimenez,9/24/2021,Berlin,Hansaallee 8959,NULL,1 (11) 500 555-0131,1,09:46.0,NULL,1
21667,Crystal Zhang,10/2/2021,München,Postfach 99 92 92,NULL,1 (11) 500 555-0133,1,09:46.0,NULL,1
21668,Christina Rogers,12/23/2020,Bury,4929 Relis Valley Road,NULL,1 (11) 500 555-0128,1,09:46.0,NULL,1
21669,Jessica Rodriguez,11/28/2020,Cheltenham,8222 Seabourne Ct.,NULL,1 (11) 500 555-0140,1,09:46.0,NULL,1
21670,Benjamin Lal,9/11/2021,Lille,"45, rue Faubourg St Antoine",NULL,1 (11) 500 555-0148,1,09:46.0,NULL,1
21671,Nicolas Jai,4/20/2021,Roubaix,"44, rue du Départ",NULL,1 (11) 500 555-0160,1,09:46.0,NULL,1
21672,Craig Gomez,12/26/2021,Frankfurt am Main,Kampstr 999,NULL,1 (11) 500 555-0140,1,09:46.0,NULL,1
21673,Jésus Gill,4/28/2021,Paris,"76, rue de Berri",NULL,1 (11) 500 555-0174,1,09:46.0,NULL,1
21674,Jada Morris,10/28/2021,Bottrop,Holzstr 1333,NULL,1 (11) 500 555-0122,1,09:46.0,NULL,1
21675,Adriana Rana,1/15/2022,Paris,"27, place Beaubernard",NULL,1 (11) 500 555-0117,1,09:46.0,NULL,1
21676,Valerie Guo,12/28/2021,Suresnes,"4, rue de Maubeuge",NULL,1 (11) 500 555-0183,1,09:46.0,NULL,1
21677,Cedric Chander,10/29/2021,Bobigny,"311, rue Villedo",NULL,1 (11) 500 555-0112,1,09:46.0,NULL,1
21678,Alvin Tang,3/9/2021,Milton Keynes,8328 Melinda Court,NULL,1 (11) 500 555-0118,1,09:46.0,NULL,1
